OBJECTID;PAR_ID;PAR_NUM;Shape_Length;Shape_Area;geometry;OWNER;Freguesia;Municipio;Ilha
296;7349879.0;2,98E+12;84.23379450113534;411.17770163840925;MULTIPOLYGON (((297415.7686999999 3622125.0479000006, 297407.97059999965 3622125.6635999996, 297413.3403000003 3622142.3889000006, 297413.4020999996 3622142.5373, 297416.83359999955 3622141.8938999996, 297416.89410000015 3622142.0923999995, 297416.9020999996 3622142.0373, 297438.15189999994 3622138.7873, 297436.5684000002 3622130.693499999, 297436.09920000006 3622128.2958000004, 297435.9315999998 3622128.286800001, 297435.4299999997 3622126.0700000003, 297435.1299999999 3622125.4700000007, 297434.6394999996 3622125.4572, 297434.6500000004 3622125.5199999996, 297432.25 3622125.5199999996, 297431.86730000004 3622125.4020000007, 297428.7829999998 3622125.3040999994, 297428.659 3622125.3001000006, 297422.90199999977 3622125.1174, 297415.7759999996 3622124.8717, 297415.7686999999 3622125.0479000006)));20;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
297;7350458.0;2,99E+12;90.87403722079493;463.39144133337265;MULTIPOLYGON (((298213.79870000016 3621885.1827000007, 298214.0903000003 3621885.1721, 298214.1041000001 3621885.125600001, 298218.2400000002 3621886.08, 298223.83999999985 3621886.6799999997, 298230.2400000002 3621884.880000001, 298234.7882000003 3621884.880000001, 298234.78839999996 3621884.8839999996, 298243.76999999955 3621883.7699999996, 298241.3700000001 3621866.17, 298214.6699999999 3621873.5700000003, 298210.1699999999 3621883.5700000003, 298213.79870000016 3621885.1827000007)));5;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
298;7350555.0;2,99E+12;126.28248315036971;542.883093858245;MULTIPOLYGON (((298319.6381999999 3621824.9134, 298320.04000000004 3621825.6500000004, 298322.6900000004 3621824.3499999996, 298321.7712000003 3621822.5999999996, 298321.8454 3621822.557600001, 298320.5776000004 3621819.5001999997, 298320.54000000004 3621819.6999999993, 298314.88999999966 3621807.3499999996, 298315.33999999985 3621806.9499999993, 298315.38239999954 3621806.9593, 298326.9000000004 3621799.9700000007, 298335.8897000002 3621794.4003, 298328.2999999998 3621785.34, 298323.8474000003 3621780.6917000003, 298322.7926000003 3621781.4461000003, 298320.52529999986 3621783.0679, 298316.16530000046 3621786.2179000005, 298314.4452999998 3621787.3179, 298310.3613999998 3621789.9728999995, 298305.98539999966 3621792.8178000003, 298302.61209999956 3621795.0177999996, 298303.10539999977 3621795.0177999996, 298315.7463999996 3621818.3332, 298316.06539999973 3621818.4176000003, 298316.0887000002 3621818.4596999995, 298317.06379999965 3621820.2148, 298319.1358000003 3621823.9442999996, 298319.13999999966 3621824, 298319.6381999999 3621824.9134)));63;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
299;9471968.0;2,98E+12;29.196839033260293;52.31259186415826;MULTIPOLYGON (((297423.21160000004 3622050.2293, 297425.5817999998 3622048.7479, 297425.5658999998 3622048.7128999997, 297425.58779999986 3622048.7435999997, 297429.0817999998 3622046.2479, 297425.03050000034 3622039.9683999997, 297419.36000000034 3622043.66, 297423.2599999998 3622050.16, 297423.15670000017 3622050.1378000006, 297423.21160000004 3622050.2293)));4;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
300;9609199.0;2,98E+12;62.59958100584876;227.77189627430604;MULTIPOLYGON (((297400.3024000004 3622051.8834000006, 297401.37689999957 3622051.2293, 297401.46839999966 3622051.1735999994, 297401.4779000003 3622051.1678, 297409.25879999995 3622046.7939, 297409.99959999975 3622046.3774999995, 297417.36000000034 3622042.24, 297412.0599999996 3622032.4399999995, 297403.59420000017 3622036.8012000006, 297402.60780000035 3622037.3093, 297402.6163999997 3622037.3257999998, 297394.1484000003 3622042.2961999997, 297400.3024000004 3622051.8834000006)));42;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
301;9609209.0;2,98E+12;94.11525979466474;412.04863191412136;MULTIPOLYGON (((297420.6146999998 3622010.1461999994, 297425.8046000004 3622019.413899999, 297425.69180000015 3622019.438100001, 297426.6858000001 3622021.2787999995, 297425.69180000015 3622021.688100001, 297425.92360000033 3622022.1215000004, 297425.19180000015 3622022.188100001, 297430.94180000015 3622032.937999999, 297442.9417000003 3622026.937999999, 297442.4417000003 3622026.187999999, 297438.9417000003 3622020.937999999, 297438.8044999996 3622020.9505000003, 297436.2421000004 3622017.2606000006, 297441.5817 3622014.9980999995, 297439.0225999998 3622004.7621, 297439.2346999999 3622004.7222000007, 297438.6917000003 3622002.1882000007, 297427.6917000003 3622004.4382000007, 297419.69180000015 3622008.6882000007, 297420.00270000007 3622008.695800001, 297419.8317999998 3622008.7481999993, 297420.6146999998 3622010.1461999994)));35;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
302;13781865.0;2,99E+12;172.6807598031049;1306.7355583440685;MULTIPOLYGON (((298256.3649000004 3621763.3868000004, 298216.20579999965 3621791.6751000006, 298216.33999999985 3621791.91, 298217.54000000004 3621794.6099999994, 298217.7400000002 3621797.01, 298218.2400000002 3621800.1099999994, 298218.2400000002 3621802.51, 298218.2400000002 3621804.8100000005, 298218.54000000004 3621809.210000001, 298218.33999999985 3621816.3100000005, 298219.2400000002 3621823.51, 298219.29870000016 3621826.3868000004, 298219.8295999998 3621825.7851, 298219.82579999976 3621825.737299999, 298254.7374 3621788.8114, 298254.9638 3621788.571900001, 298256.9057 3621786.517999999, 298256.9221999999 3621786.5404000003, 298257.3540000003 3621786.0923999995, 298261.63999999966 3621782.6099999994, 298266.63999999966 3621777.710000001, 298266.38800000027 3621776.399700001, 298266.9146999996 3621776.1579, 298265.6966000004 3621774.2913000006, 298257.8512000004 3621762.270199999, 298256.3163999999 3621763.309800001, 298256.3649000004 3621763.3868000004)));11;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
303;7351306.0;2,99E+12;135.14830624246818;789.3867973490186;MULTIPOLYGON (((297694.17140000034 3621515.1456000004, 297693.5100999996 3621559.3651, 297700.4324000003 3621552.4716999996, 297701.5776000004 3621551.2870000005, 297708.20299999975 3621545.0809000004, 297712.41949999984 3621512.4495, 297713.4238 3621504.676999999, 297697.7697999999 3621501.8431, 297694.17140000034 3621515.1456000004)));23;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
304;22172948.0;3,01E+12;108.03793597328263;542.2200000033899;MULTIPOLYGON (((299854.9500000002 3623158.5600000005, 299867.1500000004 3623155.960000001, 299857.9500000002 3623116.960000001, 299843.75 3623118.960000001, 299854.9500000002 3623158.5600000005)));9;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
305;7352045.0;3,00E+12;88.67446847939152;371.26620017589715;MULTIPOLYGON (((298828.99760000035 3620998.8357999995, 298829.80030000024 3621003.6521000005, 298830.7603000002 3621018.051999999, 298831.31290000025 3621021.3671000004, 298831.71999999974 3621026.09, 298832.0860000001 3621026.772, 298832.0270999996 3621026.8132000007, 298832.4402999999 3621027.5019000005, 298832.4963999996 3621027.5370000005, 298833.9199999999 3621030.1899999995, 298835.4199999999 3621030.3900000006, 298835.90610000025 3621028.9639999997, 298836.01999999955 3621028.8900000006, 298839.0274 3621021.5483, 298842.7790000001 3621021.9331, 298843.2418999998 3621021.9805999994, 298844.4199999999 3621016.09, 298847.4464999996 3621016.3476, 298849.05119999964 3621005.4059999995, 298829.21999999974 3620998.8900000006, 298828.99760000035 3620998.8357999995)));68;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
306;7352175.0;3,00E+12;48.129526049375464;109.93926976222896;MULTIPOLYGON (((298800.1401000004 3620804.8035000004, 298783.6967000002 3620811.0320999995, 298786.1397000002 3620816.8452000003, 298786.39020000026 3620816.8034000006, 298803.07579999976 3620809.9974000007, 298800.1401000004 3620804.8035000004)));31;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
307;9467585.0;3,00E+12;187.59337638825036;1171.552223751486;MULTIPOLYGON (((298879.5016999999 3620863.5934999995, 298882.91970000044 3620864.492900001, 298890.4195999997 3620864.492900001, 298884.4195999997 3620849.4930000007, 298893.4857999999 3620844.959899999, 298894.4195999997 3620844.4930000007, 298893.46470000036 3620842.662900001, 298891.4195999997 3620838.7431000005, 298893.41949999984 3620837.4931000005, 298893.5497000003 3620837.3900000006, 298893.6667999998 3620837.5852000006, 298916.9194 3620822.7431000005, 298908.70270000026 3620808.8922000006, 298908.29289999977 3620809.1789999995, 298907.9194 3620808.7432000004, 298888.8030000003 3620822.8376, 298878.4195999997 3620830.4932000004, 298878.1026999997 3620830.7216, 298878.13960000034 3620830.303200001, 298857.5405000001 3620842.809800001, 298857.6398 3620843.053099999, 298855.7845999999 3620844.2662000004, 298870 3620851.9700000007, 298879.5016999999 3620863.5934999995)));56;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
308;21356290.0;2,99E+12;207.5119396977426;1484.7425608381668;MULTIPOLYGON (((297788.2692999998 3622088.8078000005, 297805.5999999996 3622110.539999999, 297778.4913999997 3622129.8325999994, 297779.7999999998 3622131.34, 297782.2000000002 3622133.6400000006, 297794.2999999998 3622144.6400000006, 297794.71999999974 3622143.75, 297801.51999999955 3622135.1500000004, 297819.1200000001 3622127.75, 297818.51999999955 3622125.75, 297819.5415000003 3622124.7453000005, 297826.9877000004 3622117.4211, 297830.3817999996 3622114.082699999, 297830.71999999974 3622113.75, 297794.1200000001 3622071.3499999996, 297791 3622083.539999999, 297788.2879999997 3622088.784499999, 297788.2762000002 3622088.8013000004, 297788.2692999998 3622088.8078000005)));73;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
309;7351929.0;3,00E+12;159.24928695564577;1278.4509676469943;MULTIPOLYGON (((298891.7767000003 3621190.6107, 298891.78029999975 3621190.574100001, 298893.23900000006 3621190.625, 298893.2599999998 3621190.7300000004, 298896.0599999996 3621191.5299999993, 298901.95999999996 3621191.0299999993, 298902.35610000044 3621189.9957, 298902.5310000004 3621189.5391000006, 298902.199 3621188.1357000005, 298901.0382000003 3621183.2288000006, 298900.7023 3621181.8088000007, 298900.51970000006 3621181.9001, 298898.86000000034 3621182.7300000004, 298896.0599999996 3621179.83, 298899.47020000033 3621177.954399999, 298900.0599999996 3621177.630000001, 298899.47020000033 3621171.6580999997, 298899.2599999998 3621169.5299999993, 298895.66000000015 3621172.2300000004, 298894.4757000003 3621172.2300000004, 298894.16000000015 3621172.2300000004, 298893.93200000003 3621172.352, 298893.86010000017 3621172.2172999997, 298890.79000000004 3621171.380000001, 298891.31010000035 3621167.4419, 298890.26580000017 3621165.4860999994, 298888.4911000002 3621162.1626999993, 298873.60030000005 3621157.431, 298873.58029999956 3621157.2009999994, 298860.92069999967 3621154.706599999, 298861.3203999996 3621155.0710000005, 298857.5780999996 3621164.5968999993, 298857.95050000027 3621169.2509000003, 298855.79849999957 3621173.0384, 298855.7895999998 3621173.8135, 298852.4304999998 3621183.8907999992, 298855.65490000043 3621185.5264, 298855.65390000027 3621185.6125000007, 298863.0705000004 3621189.320800001, 298868.0334000001 3621190.7058000006, 298879.5493999999 3621191.355799999, 298883.97339999955 3621190.6107, 298889.77469999995 3621190.6107, 298891.7767000003 3621190.6107)));56;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
310;7351971.0;3,00E+12;121.417763552047;580.710445105611;MULTIPOLYGON (((298822.9046 3621136.4981999993, 298827.86280000024 3621140.8095999993, 298827.90419999976 3621140.3541, 298832.4271999998 3621146.071900001, 298834.3205000004 3621128.3212, 298837.0705000004 3621114.5713, 298837.5705000004 3621102.8214, 298838.0366000002 3621096.4504000004, 298828.76159999985 3621094.5479000006, 298828.7796 3621094.7908999994, 298823.64049999975 3621094.3015, 298822.9046 3621136.4981999993)));95;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
311;7352021.0;3,00E+12;153.51359631552182;1111.5286696125968;MULTIPOLYGON (((298864.37320000026 3621100.6229, 298865.1556000002 3621097.1577000003, 298866.49700000044 3621091.2173999995, 298862.75 3621089.789999999, 298867.1361999996 3621077.787799999, 298867.0806 3621077.3248999994, 298868.3499999996 3621075.039999999, 298862.2999999998 3621063.789999999, 298862.2888000002 3621063.7951999996, 298862.1412000004 3621063.4755000006, 298859.9232000001 3621059.6230999995, 298860.0099999998 3621059.6500000004, 298859.61760000046 3621059.0923999995, 298858.03589999955 3621056.3452000003, 298857.92619999964 3621056.6888999995, 298854.3099999996 3621051.5500000007, 298850.16000000015 3621047.5, 298846.41000000015 3621045.6999999993, 298845.55680000037 3621045.1312000006, 298845.15249999985 3621044.8617000002, 298844.6135 3621044.5023, 298844.5911999997 3621044.4613000005, 298844.5959999999 3621044.4899000004, 298844.5957000004 3621044.4904999994, 298844.3099999996 3621044.3000000007, 298844.31599999964 3621044.364600001, 298842.80319999997 3621043.6082000006, 298841.29030000046 3621042.8518000003, 298839.40020000003 3621071.3933000006, 298839.5599999996 3621071.380000001, 298839.0599999996 3621087.130000001, 298839.61000000034 3621087.33, 298848.5099999998 3621088.7300000004, 298847.7599999998 3621097.5299999993, 298864.37320000026 3621100.6229)));50;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
312;7350257.0;3,00E+12;69.62104133539401;266.97437234660583;MULTIPOLYGON (((299432.76439999975 3621984.0645000003, 299436.70999999996 3621971.0439999998, 299437.0499999998 3621970.0919000003, 299437.1900000004 3621969.6999999993, 299436.1623999998 3621969.0351, 299428.6900000004 3621964.1999999993, 299428.29789999966 3621964.667199999, 299427.74569999985 3621965.325099999, 299427.1456000004 3621966.040100001, 299424.8733999999 3621968.7474000007, 299412.4434000002 3621981.8917999994, 299432.76439999975 3621984.0645000003)));2;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
313;7350302.0;3,00E+12;51.28753045150464;159.3666654189646;MULTIPOLYGON (((299415.40330000035 3621953.0167999994, 299415.4299999997 3621953.09, 299409.23000000045 3621949.59, 299407.53000000026 3621949.09, 299405.3300000001 3621950.49, 299403.23000000045 3621952.59, 299397.3300000001 3621960.3900000006, 299398.9299999997 3621960.6899999995, 299400.3300000001 3621961.49, 299401.73000000045 3621962.789999999, 299403.3300000001 3621964.3900000006, 299404.1299999999 3621964.8900000006, 299405.6299999999 3621964.8900000006, 299406.3300000001 3621965.09, 299416.38939999975 3621953.8472000007, 299415.40330000035 3621953.0167999994)));3;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
314;13743179.0;3,00E+12;54.513480067670905;163.2306337321175;MULTIPOLYGON (((299374.39360000007 3622090.9155, 299376.28000000026 3622091.539999999, 299376.8013000004 3622090.8764999993, 299376.83999999985 3622090.8900000006, 299378.6738 3622088.7634999994, 299387.53000000026 3622078.789999999, 299378.1799999997 3622072.789999999, 299377.36290000007 3622074.25, 299369.4539000001 3622088.3826, 299369.03000000026 3622089.1400000006, 299374.39360000007 3622090.9155)));31;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
315;7351169.0;2,99E+12;268.5438719607535;1830.4022475978122;MULTIPOLYGON (((297669.9199999999 3621592.4476999994, 297670.0756999999 3621592.3828, 297670.0593999997 3621592.6016000006, 297669.9922000002 3621593.5068999995, 297673.14740000013 3621595.2196999993, 297673.5066999998 3621595.5601000004, 297673.71630000044 3621595.5286, 297679.90919999965 3621598.8904, 297688.8690999998 3621593.1304, 297696.5491000004 3621588.9704, 297702.949 3621586.090399999, 297707.9028000003 3621585.6597000007, 297710.34420000017 3621582.8784, 297719.1897999998 3621571.1106000002, 297719.0963000003 3621570.977, 297727.5888 3621563.0505999997, 297736.15419999976 3621558.0294000003, 297727.7193999998 3621551.3660000004, 297727.3574999999 3621551.0900999997, 297725.9034000002 3621549.9814999998, 297722.65830000024 3621547.5075000003, 297719.74260000046 3621545.2847000007, 297724.00739999954 3621539.7562000006, 297720.3744000001 3621534.2277000006, 297712.41949999984 3621512.4495, 297708.20299999975 3621545.0809000004, 297701.5776000004 3621551.2870000005, 297700.4324000003 3621552.4716999996, 297693.5100999996 3621559.3651, 297691.2876000004 3621561.5782999992, 297690.7885999996 3621561.5709000006, 297690.76910000015 3621561.5705999993, 297690.6732000001 3621561.6335000005, 297693.6782999998 3621570.9955, 297693.13989999983 3621571.432, 297693.1690999996 3621571.5705999993, 297686.58499999996 3621577.994000001, 297686.4946999997 3621577.8172999993, 297679.5691999998 3621582.170499999, 297679.31790000014 3621581.6993000004, 297676.7764999997 3621568.2666999996, 297673.4929999998 3621570.7776999995, 297670.95519999973 3621572.7183999997, 297671.1200000001 3621572.7699999996, 297669.9199999999 3621591.369999999, 297669.9199999999 3621592.4476999994)));73;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
316;7351226.0;2,98E+12;73.76736065452133;238.57270495210128;MULTIPOLYGON (((297516.4757000003 3621581.1544000003, 297523.3099999996 3621586.752699999, 297538.9824000001 3621567.0953, 297539.38910000026 3621566.6208999995, 297539.4000000004 3621566.630000001, 297540.0826000003 3621565.875600001, 297541.2999999998 3621564.5299999993, 297535.4000000004 3621559.7300000004, 297533.35450000037 3621561.4833000004, 297533.26389999967 3621561.4218000006, 297516.5700000003 3621581.09, 297516.4757000003 3621581.1544000003)));38;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
317;7351342.0;2,98E+12;41.67136490046672;101.74808110052787;MULTIPOLYGON (((297466.5700000003 3621546.369999999, 297470.96999999974 3621544.9700000007, 297476.76999999955 3621542.9700000007, 297478.96999999974 3621542.17, 297479.40550000034 3621541.9087000005, 297477.94930000044 3621537.6312000006, 297477.8685999997 3621537.6657, 297476.96999999974 3621534.9700000007, 297471.3700000001 3621536.5700000003, 297464.76999999955 3621539.17, 297465.62210000027 3621542.8625000007, 297465.96999999974 3621544.369999999, 297465.9939000001 3621544.361300001, 297466.2335000001 3621546.3522999994, 297466.5700000003 3621546.369999999)));56;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
318;7351450.0;2,99E+12;67.15276671253235;276.75305765651746;MULTIPOLYGON (((297686.4852999998 3621491.8026, 297681.1085000001 3621511.3388, 297684.6900000004 3621512.771400001, 297684.6429000003 3621512.8934000004, 297690.3613 3621514.0183000006, 297690.3590000002 3621514.101, 297694.3300999999 3621514.5592, 297697.7697999999 3621501.8431, 297698.0301999999 3621494.1602999996, 297698.0396999996 3621493.8812000006, 297697.42009999976 3621493.921599999, 297697.3958999999 3621493.9231000002, 297696.5900999997 3621493.9757000003, 297688.6802000003 3621492.184800001, 297688.59329999983 3621492.1269000005, 297688.06620000023 3621492.0458000004, 297687.33889999986 3621491.881100001, 297687.3311999999 3621491.9327000007, 297686.4852999998 3621491.8026)));84;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
319;9665619.0;2,98E+12;59.15371544097384;195.97058715572408;MULTIPOLYGON (((297616.52610000037 3621595.1624999996, 297616.6624999996 3621588.5457000006, 297617.48170000035 3621586.725299999, 297618.04310000036 3621585.3353000004, 297618.18340000045 3621584.9878000002, 297618.95940000005 3621582.8538000006, 297619.4101 3621581.6141999997, 297619.42339999974 3621581.5777000003, 297619.5371000003 3621581.6356000006, 297620.6048999997 3621578.9915999994, 297612.41810000036 3621575.0327000003, 297610.65670000017 3621579.083900001, 297607.30370000005 3621579.3692000005, 297605.02720000036 3621579.562999999, 297603.26970000006 3621582.910700001, 297608.20969999954 3621591.750600001, 297616.52610000037 3621595.1624999996)));29;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
320;9802343.0;2,98E+12;93.73681417607297;364.4672778863272;MULTIPOLYGON (((297608.2083999999 3621597.0085000005, 297603.2598000001 3621609.5704999994, 297600.9578999998 3621607.0768999998, 297600.9188000001 3621607.1493999995, 297600.5591000002 3621607.2607000005, 297600.12430000026 3621606.6456000004, 297596.89130000025 3621602.0722000003, 297595.02940000035 3621613.3484000005, 297594.9846000001 3621613.6196999997, 297593.97979999986 3621615.2705000006, 297609.8239000002 3621622.8028999995, 297609.8521999996 3621622.8879000004, 297610.03830000013 3621622.9047999997, 297610.4057 3621623.079399999, 297611.1178000001 3621621.6612, 297611.1560000004 3621621.6938000005, 297612.83999999985 3621622, 297613.63999999966 3621618.3000000007, 297615.63999999966 3621613, 297615.92370000016 3621605.623299999, 297615.9400000004 3621605.1999999993, 297616.2400000002 3621596.9000000004, 297612.8947999999 3621596.3424999993, 297608.83100000024 3621595.428099999, 297608.2083999999 3621597.0085000005)));17;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
321;7346443.0;2,99E+12;158.78817565658437;793.0987125487146;MULTIPOLYGON (((298342.1727999998 3622521.735200001, 298349.7276999997 3622508.911800001, 298346.26999999955 3622506.24, 298343.96999999974 3622504.039999999, 298345.3700000001 3622498.34, 298349.80009999964 3622493.2104, 298344.8700000001 3622491.74, 298342.96999999974 3622494.4399999995, 298341.3700000001 3622496.74, 298340.1699999999 3622501.9399999995, 298340.19319999963 3622502.0220999997, 298335.8700000001 3622499.1400000006, 298328.1699999999 3622495.4399999995, 298321.46999999974 3622491.84, 298314.46999999974 3622487.9399999995, 298310.3700000001 3622486.539999999, 298308.6813000003 3622485.719799999, 298308.6068000002 3622486.3231000006, 298308.48539999966 3622486.2860000003, 298306.32909999974 3622485.6268000007, 298304.3076999998 3622488.567, 298301.0700000003 3622497.539999999, 298317.3700000001 3622500.24, 298316.76999999955 3622511.6400000006, 298326.0700000003 3622514.34, 298333.3700000001 3622517.1400000006, 298341.5700000003 3622521.4399999995, 298342.1727999998 3622521.735200001)));64;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
322;7350658.0;3,00E+12;137.47713416907936;862.532703691069;MULTIPOLYGON (((298728.8136999998 3621815.5058999993, 298732.4371999996 3621813.9941000007, 298734.0111999996 3621813.3374000005, 298734.03000000026 3621813.380000001, 298734.20469999965 3621813.2567, 298734.3479000004 3621813.196900001, 298734.3383999998 3621813.1623, 298735.73000000045 3621812.1799999997, 298738.8300000001 3621808.6799999997, 298737.8300000001 3621807.1799999997, 298739.8300000001 3621805.7799999993, 298739.7611999996 3621805.7367000002, 298740.09800000023 3621805.6597000007, 298742.23000000045 3621803.6799999997, 298745.1299999999 3621802.7799999993, 298749.1299999999 3621801.6799999997, 298750.8300000001 3621801.2799999993, 298754.23000000045 3621799.7799999993, 298757.6299999999 3621799.2799999993, 298758.25600000005 3621800.6711, 298758.53560000006 3621800.7302, 298758.73000000045 3621801.4800000004, 298759.3300000001 3621801.6799999997, 298759.6299999999 3621802.58, 298762.3099999996 3621802.2227, 298762.6299999999 3621802.1799999997, 298762.55260000005 3621801.2404999994, 298762.6299999999 3621801.2799999993, 298761.23000000045 3621783.1799999997, 298754.8300000001 3621783.880000001, 298754.8300000001 3621780.58, 298724.14410000015 3621783.6776, 298724.03000000026 3621783.58, 298723.48170000035 3621783.7445, 298723.1299999999 3621783.7799999993, 298723.1470999997 3621783.844900001, 298722.03000000026 3621784.1799999997, 298722.2785 3621785.1643000003, 298727.0049999999 3621803.888699999, 298728.8136999998 3621815.5058999993)));29;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
323;7345438.0;3,01E+12;139.66294837686073;787.7690584261213;MULTIPOLYGON (((300367.1003999999 3622881.812999999, 300372.65380000044 3622892.2463000007, 300381.6019000001 3622885.4755000006, 300381.95770000014 3622885.2062999997, 300381.9637000002 3622885.2262999993, 300382.3175999997 3622884.9339000005, 300384.6536999997 3622883.1663000006, 300384.59329999983 3622883.0539999995, 300387.9435999999 3622880.2863, 300384.3036000002 3622874.566400001, 300381.08949999977 3622876.5306, 300375.4637000002 3622866.056399999, 300374.2237 3622866.6864, 300373.8306 3622865.932, 300369.1637000004 3622856.976500001, 300357.4638 3622838.1667, 300351.70380000025 3622846.7466, 300349.8937999997 3622853.3166000005, 300349.2237 3622855.736300001, 300349.1562999999 3622855.979800001, 300364.78440000024 3622878.4788000006, 300366.6003999999 3622881.0932, 300367.0957000004 3622881.8062999994, 300367.1003999999 3622881.812999999)));62;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
324;7345452.0;3,01E+12;107.27211790685264;403.3796836596305;MULTIPOLYGON (((300388.10360000003 3622883.4662999995, 300390.4435999999 3622886.1663000006, 300392.3172000004 3622884.9672, 300392.2335999999 3622884.906300001, 300400.1635999996 3622879.6863, 300404.12239999976 3622885.3772, 300407.1535 3622883.166200001, 300411.4035 3622875.9963000007, 300422.2734000003 3622860.0764000006, 300423.0234000003 3622857.7464000005, 300422.0833999999 3622855.056399999, 300420.7133999998 3622853.4964000005, 300419.16339999996 3622852.726399999, 300416.0734000001 3622853.1263999995, 300393.5072999997 3622879.1467000004, 300393.5036000004 3622879.146299999, 300388.10360000003 3622883.4662999995)));57;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
325;12975418.0;2,99E+12;90.02319305924401;413.9995672220434;MULTIPOLYGON (((297737.7927000001 3621789.424900001, 297737.72919999994 3621789.448999999, 297733.8892999999 3621800.9689000007, 297763.4028000003 3621805.7677999996, 297765.25 3621806.1500000004, 297766.9500000002 3621802.9499999993, 297768.1500000004 3621799.3499999996, 297769.3499999996 3621795.75, 297769.6500000004 3621793.9499999993, 297766.9908999996 3621793.3517000005, 297767.0080000004 3621793.2925000004, 297767.0089999996 3621793.288899999, 297766.39460000023 3621793.1105000004, 297758.0349000003 3621791.3192, 297750.75569999963 3621790.3486, 297742.94409999996 3621790.1580999997, 297742.89919999987 3621790.2689999994, 297737.67920000013 3621789.909, 297737.7927000001 3621789.424900001)));65;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
326;12976108.0;2,99E+12;56.96218446551892;90.61667796745417;MULTIPOLYGON (((297756.4417000003 3621815.196799999, 297756.52359999996 3621815.2139, 297756.5466 3621815.1372999996, 297761.0099999998 3621816.0299999993, 297762.41000000015 3621812.130000001, 297737.0099999998 3621808.2300000004, 297736.98620000016 3621808.3014, 297737.0099999998 3621808.33, 297738.5099999998 3621812.0299999993, 297738.5105999997 3621812.0315000005, 297746.22780000046 3621813.3266000003, 297756.0099999998 3621815.0299999993, 297756.4659000002 3621815.121200001, 297756.4417000003 3621815.196799999)));26;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
327;7344075.0;2,99E+12;54.25689995134132;175.50800282982354;MULTIPOLYGON (((298373.1721000001 3623368.6984, 298385.2999999998 3623370.5500000007, 298392.5292999996 3623359.6565000005, 298392.5 3623359.5500000007, 298381.1076999996 3623354.8178000003, 298380.7834000001 3623355.4635000005, 298380.28809999954 3623355.257099999, 298373.1721000001 3623368.6984)));30;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
328;7344116.0;2,99E+12;48.20989314676259;130.12508281502645;MULTIPOLYGON (((298344.22229999956 3623358.1823999994, 298350.85819999967 3623342.8473000005, 298346.58829999994 3623341.2272999994, 298343.0421000002 3623339.9119000006, 298337.32100000046 3623353.6849000007, 298344.22229999956 3623358.1823999994)));33;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
329;9366126.0;2,99E+12;108.19937782751317;508.26429328830113;MULTIPOLYGON (((298266.6311999997 3623241.841499999, 298286.8214999996 3623247.1860000007, 298286.83019999973 3623246.9460000005, 298289.47389999963 3623239.2106999997, 298290.58270000014 3623235.966499999, 298289.75 3623234.8100000005, 298286.9500000002 3623232.210000001, 298283.1500000004 3623229.710000001, 298277.75 3623227.01, 298271.75 3623224.41, 298268.0499999998 3623224.1099999994, 298264.75 3623225.6099999994, 298260.0499999998 3623226.41, 298256.6500000004 3623225.91, 298254.25 3623225.8100000005, 298253.9899000004 3623225.8100000005, 298254.14919999987 3623229.9333999995, 298254.4726999998 3623238.3100000005, 298258.6500000004 3623238.3100000005, 298259.4500000002 3623234.8100000005, 298267.5499999998 3623235.41, 298266.6311999997 3623241.841499999)));26;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
